# merge_scores mode=fair doms=ja,code,en weights=ja=1,code=1,en=1
# layer	expert	score	hits	mean
6	47	34.000000	0	0.000000
6	4	33.000000	0	0.000000
6	69	32.000000	0	0.000000
6	73	31.000000	0	0.000000
6	49	30.000000	0	0.000000
6	118	29.000000	0	0.000000
6	82	28.000000	0	0.000000
6	33	27.000000	0	0.000000
6	16	26.000000	0	0.000000
6	101	25.000000	0	0.000000
6	106	24.000000	0	0.000000
6	2	23.000000	0	0.000000
6	28	22.000000	0	0.000000
6	122	21.000000	0	0.000000
6	121	20.000000	0	0.000000
6	50	19.000000	0	0.000000
6	124	18.000000	0	0.000000
6	18	17.000000	0	0.000000
6	53	16.000000	0	0.000000
6	61	15.000000	0	0.000000
6	43	14.000000	0	0.000000
6	37	13.000000	0	0.000000
6	120	12.000000	0	0.000000
6	15	11.000000	0	0.000000
6	114	10.000000	0	0.000000
6	84	9.000000	0	0.000000
6	95	8.000000	0	0.000000
6	57	7.000000	0	0.000000
6	48	6.000000	0	0.000000
6	11	5.000000	0	0.000000
6	117	4.000000	0	0.000000
6	12	3.000000	0	0.000000
6	92	2.000000	0	0.000000
6	112	1.000000	0	0.000000
7	28	128.000000	0	0.000000
7	100	127.000000	0	0.000000
7	0	126.000000	0	0.000000
7	26	125.000000	0	0.000000
7	33	124.000000	0	0.000000
7	9	123.000000	0	0.000000
7	5	122.000000	0	0.000000
7	50	121.000000	0	0.000000
7	105	120.000000	0	0.000000
7	51	119.000000	0	0.000000
7	1	118.000000	0	0.000000
7	71	117.000000	0	0.000000
7	34	116.000000	0	0.000000
7	110	115.000000	0	0.000000
7	108	114.000000	0	0.000000
7	85	113.000000	0	0.000000
7	103	112.000000	0	0.000000
7	48	111.000000	0	0.000000
7	118	110.000000	0	0.000000
7	31	109.000000	0	0.000000
7	58	108.000000	0	0.000000
7	78	107.000000	0	0.000000
7	106	106.000000	0	0.000000
7	6	105.000000	0	0.000000
7	82	104.000000	0	0.000000
7	117	103.000000	0	0.000000
7	68	102.000000	0	0.000000
7	91	101.000000	0	0.000000
7	60	100.000000	0	0.000000
7	107	99.000000	0	0.000000
7	89	98.000000	0	0.000000
7	97	97.000000	0	0.000000
7	4	96.000000	0	0.000000
7	63	95.000000	0	0.000000
7	53	94.000000	0	0.000000
7	55	93.000000	0	0.000000
7	49	92.000000	0	0.000000
7	13	91.000000	0	0.000000
7	86	90.000000	0	0.000000
7	115	89.000000	0	0.000000
7	73	88.000000	0	0.000000
7	57	87.000000	0	0.000000
7	87	86.000000	0	0.000000
7	121	85.000000	0	0.000000
7	43	84.000000	0	0.000000
7	74	83.000000	0	0.000000
7	62	82.000000	0	0.000000
7	8	81.000000	0	0.000000
7	72	80.000000	0	0.000000
7	98	79.000000	0	0.000000
7	7	78.000000	0	0.000000
7	47	77.000000	0	0.000000
7	27	76.000000	0	0.000000
7	101	75.000000	0	0.000000
7	70	74.000000	0	0.000000
7	88	73.000000	0	0.000000
7	77	72.000000	0	0.000000
7	120	71.000000	0	0.000000
7	95	70.000000	0	0.000000
7	39	69.000000	0	0.000000
7	2	68.000000	0	0.000000
7	44	67.000000	0	0.000000
7	81	66.000000	0	0.000000
7	94	65.000000	0	0.000000
7	45	64.000000	0	0.000000
7	30	63.000000	0	0.000000
7	32	62.000000	0	0.000000
7	127	61.000000	0	0.000000
7	23	60.000000	0	0.000000
7	93	59.000000	0	0.000000
7	116	58.000000	0	0.000000
7	64	57.000000	0	0.000000
7	90	56.000000	0	0.000000
7	61	55.000000	0	0.000000
7	124	54.000000	0	0.000000
7	16	53.000000	0	0.000000
7	111	52.000000	0	0.000000
7	113	51.000000	0	0.000000
7	3	50.000000	0	0.000000
7	42	49.000000	0	0.000000
7	29	48.000000	0	0.000000
7	92	47.000000	0	0.000000
7	24	46.000000	0	0.000000
7	112	45.000000	0	0.000000
7	36	44.000000	0	0.000000
7	59	43.000000	0	0.000000
7	10	42.000000	0	0.000000
7	96	41.000000	0	0.000000
7	40	40.000000	0	0.000000
7	67	39.000000	0	0.000000
7	20	38.000000	0	0.000000
7	19	37.000000	0	0.000000
7	69	36.000000	0	0.000000
7	123	35.000000	0	0.000000
7	125	34.000000	0	0.000000
7	14	33.000000	0	0.000000
7	109	32.000000	0	0.000000
7	104	31.000000	0	0.000000
7	38	30.000000	0	0.000000
7	79	29.000000	0	0.000000
7	21	28.000000	0	0.000000
7	122	27.000000	0	0.000000
7	66	26.000000	0	0.000000
7	52	25.000000	0	0.000000
7	12	24.000000	0	0.000000
7	35	23.000000	0	0.000000
7	17	22.000000	0	0.000000
7	126	21.000000	0	0.000000
7	75	20.000000	0	0.000000
7	56	19.000000	0	0.000000
7	83	18.000000	0	0.000000
7	54	17.000000	0	0.000000
7	18	16.000000	0	0.000000
7	80	15.000000	0	0.000000
7	46	14.000000	0	0.000000
7	76	13.000000	0	0.000000
7	25	12.000000	0	0.000000
7	22	11.000000	0	0.000000
7	114	10.000000	0	0.000000
7	11	9.000000	0	0.000000
7	37	8.000000	0	0.000000
7	99	7.000000	0	0.000000
7	41	6.000000	0	0.000000
7	15	5.000000	0	0.000000
7	84	4.000000	0	0.000000
7	102	3.000000	0	0.000000
7	65	2.000000	0	0.000000
7	119	1.000000	0	0.000000
8	13	128.000000	0	0.000000
8	7	127.000000	0	0.000000
8	44	126.000000	0	0.000000
8	35	125.000000	0	0.000000
8	31	124.000000	0	0.000000
8	32	123.000000	0	0.000000
8	43	122.000000	0	0.000000
8	108	121.000000	0	0.000000
8	64	120.000000	0	0.000000
8	100	119.000000	0	0.000000
8	41	118.000000	0	0.000000
8	79	117.000000	0	0.000000
8	127	116.000000	0	0.000000
8	59	115.000000	0	0.000000
8	63	114.000000	0	0.000000
8	122	113.000000	0	0.000000
8	54	112.000000	0	0.000000
8	34	111.000000	0	0.000000
8	38	110.000000	0	0.000000
8	46	109.000000	0	0.000000
8	55	108.000000	0	0.000000
8	103	107.000000	0	0.000000
8	60	106.000000	0	0.000000
8	47	105.000000	0	0.000000
8	1	104.000000	0	0.000000
8	5	103.000000	0	0.000000
8	56	102.000000	0	0.000000
8	36	101.000000	0	0.000000
8	89	100.000000	0	0.000000
8	106	99.000000	0	0.000000
8	99	98.000000	0	0.000000
8	96	97.000000	0	0.000000
8	126	96.000000	0	0.000000
8	61	95.000000	0	0.000000
8	73	94.000000	0	0.000000
8	84	93.000000	0	0.000000
8	81	92.000000	0	0.000000
8	27	91.000000	0	0.000000
8	111	90.000000	0	0.000000
8	28	89.000000	0	0.000000
8	87	88.000000	0	0.000000
8	86	87.000000	0	0.000000
8	94	86.000000	0	0.000000
8	15	85.000000	0	0.000000
8	49	84.000000	0	0.000000
8	90	83.000000	0	0.000000
8	97	82.000000	0	0.000000
8	24	81.000000	0	0.000000
8	77	80.000000	0	0.000000
8	70	79.000000	0	0.000000
8	121	78.000000	0	0.000000
8	22	77.000000	0	0.000000
8	52	76.000000	0	0.000000
8	95	75.000000	0	0.000000
8	66	74.000000	0	0.000000
8	67	73.000000	0	0.000000
8	58	72.000000	0	0.000000
8	125	71.000000	0	0.000000
8	4	70.000000	0	0.000000
8	72	69.000000	0	0.000000
8	80	68.000000	0	0.000000
8	42	67.000000	0	0.000000
8	104	66.000000	0	0.000000
8	16	65.000000	0	0.000000
8	98	64.000000	0	0.000000
8	2	63.000000	0	0.000000
8	116	62.000000	0	0.000000
8	20	61.000000	0	0.000000
8	30	60.000000	0	0.000000
8	17	59.000000	0	0.000000
8	3	58.000000	0	0.000000
8	18	57.000000	0	0.000000
8	57	56.000000	0	0.000000
8	76	55.000000	0	0.000000
8	14	54.000000	0	0.000000
8	6	53.000000	0	0.000000
8	83	52.000000	0	0.000000
8	19	51.000000	0	0.000000
8	21	50.000000	0	0.000000
8	93	49.000000	0	0.000000
8	92	48.000000	0	0.000000
8	109	47.000000	0	0.000000
8	51	46.000000	0	0.000000
8	33	45.000000	0	0.000000
8	50	44.000000	0	0.000000
8	39	43.000000	0	0.000000
8	37	42.000000	0	0.000000
8	102	41.000000	0	0.000000
8	123	40.000000	0	0.000000
8	88	39.000000	0	0.000000
8	124	38.000000	0	0.000000
8	45	37.000000	0	0.000000
8	71	36.000000	0	0.000000
8	65	35.000000	0	0.000000
8	82	34.000000	0	0.000000
8	8	33.000000	0	0.000000
8	69	32.000000	0	0.000000
8	105	31.000000	0	0.000000
8	117	30.000000	0	0.000000
8	53	29.000000	0	0.000000
8	10	28.000000	0	0.000000
8	74	27.000000	0	0.000000
8	113	26.000000	0	0.000000
8	23	25.000000	0	0.000000
8	0	24.000000	0	0.000000
8	101	23.000000	0	0.000000
8	120	22.000000	0	0.000000
8	25	21.000000	0	0.000000
8	29	20.000000	0	0.000000
8	40	19.000000	0	0.000000
8	91	18.000000	0	0.000000
8	62	17.000000	0	0.000000
8	11	16.000000	0	0.000000
8	68	15.000000	0	0.000000
8	112	14.000000	0	0.000000
8	110	13.000000	0	0.000000
8	119	12.000000	0	0.000000
8	118	11.000000	0	0.000000
8	48	10.000000	0	0.000000
8	78	9.000000	0	0.000000
8	114	8.000000	0	0.000000
8	85	7.000000	0	0.000000
8	115	6.000000	0	0.000000
8	107	5.000000	0	0.000000
8	26	4.000000	0	0.000000
8	12	3.000000	0	0.000000
8	9	2.000000	0	0.000000
8	75	1.000000	0	0.000000
9	20	128.000000	0	0.000000
9	54	127.000000	0	0.000000
9	76	126.000000	0	0.000000
9	93	125.000000	0	0.000000
9	17	124.000000	0	0.000000
9	112	123.000000	0	0.000000
9	121	122.000000	0	0.000000
9	71	121.000000	0	0.000000
9	33	120.000000	0	0.000000
9	74	119.000000	0	0.000000
9	80	118.000000	0	0.000000
9	127	117.000000	0	0.000000
9	3	116.000000	0	0.000000
9	68	115.000000	0	0.000000
9	22	114.000000	0	0.000000
9	35	113.000000	0	0.000000
9	12	112.000000	0	0.000000
9	36	111.000000	0	0.000000
9	97	110.000000	0	0.000000
9	82	109.000000	0	0.000000
9	83	108.000000	0	0.000000
9	62	107.000000	0	0.000000
9	29	106.000000	0	0.000000
9	102	105.000000	0	0.000000
9	48	104.000000	0	0.000000
9	116	103.000000	0	0.000000
9	59	102.000000	0	0.000000
9	94	101.000000	0	0.000000
9	30	100.000000	0	0.000000
9	57	99.000000	0	0.000000
9	105	98.000000	0	0.000000
9	111	97.000000	0	0.000000
9	52	96.000000	0	0.000000
9	40	95.000000	0	0.000000
9	7	94.000000	0	0.000000
9	75	93.000000	0	0.000000
9	43	92.000000	0	0.000000
9	1	91.000000	0	0.000000
9	99	90.000000	0	0.000000
9	0	89.000000	0	0.000000
9	110	88.000000	0	0.000000
9	96	87.000000	0	0.000000
9	31	86.000000	0	0.000000
9	50	85.000000	0	0.000000
9	32	84.000000	0	0.000000
9	65	83.000000	0	0.000000
9	98	82.000000	0	0.000000
9	61	81.000000	0	0.000000
9	100	80.000000	0	0.000000
9	85	79.000000	0	0.000000
9	79	78.000000	0	0.000000
9	49	77.000000	0	0.000000
9	66	76.000000	0	0.000000
9	118	75.000000	0	0.000000
9	106	74.000000	0	0.000000
9	72	73.000000	0	0.000000
9	89	72.000000	0	0.000000
9	101	71.000000	0	0.000000
9	60	70.000000	0	0.000000
9	9	69.000000	0	0.000000
9	90	68.000000	0	0.000000
9	113	67.000000	0	0.000000
9	41	66.000000	0	0.000000
9	78	65.000000	0	0.000000
9	104	64.000000	0	0.000000
9	109	63.000000	0	0.000000
9	27	62.000000	0	0.000000
9	37	61.000000	0	0.000000
9	114	60.000000	0	0.000000
9	45	59.000000	0	0.000000
9	117	58.000000	0	0.000000
9	26	57.000000	0	0.000000
9	24	56.000000	0	0.000000
9	87	55.000000	0	0.000000
9	88	54.000000	0	0.000000
9	86	53.000000	0	0.000000
9	95	52.000000	0	0.000000
9	25	51.000000	0	0.000000
9	11	50.000000	0	0.000000
9	51	49.000000	0	0.000000
9	23	48.000000	0	0.000000
9	103	47.000000	0	0.000000
9	42	46.000000	0	0.000000
9	16	45.000000	0	0.000000
9	5	44.000000	0	0.000000
9	122	43.000000	0	0.000000
9	108	42.000000	0	0.000000
9	126	41.000000	0	0.000000
9	46	40.000000	0	0.000000
9	84	39.000000	0	0.000000
9	38	38.000000	0	0.000000
9	10	37.000000	0	0.000000
9	39	36.000000	0	0.000000
9	28	35.000000	0	0.000000
9	34	34.000000	0	0.000000
9	125	33.000000	0	0.000000
9	55	32.000000	0	0.000000
9	15	31.000000	0	0.000000
9	81	30.000000	0	0.000000
9	6	29.000000	0	0.000000
9	2	28.000000	0	0.000000
9	107	27.000000	0	0.000000
9	13	26.000000	0	0.000000
9	77	25.000000	0	0.000000
9	92	24.000000	0	0.000000
9	8	23.000000	0	0.000000
9	120	22.000000	0	0.000000
9	67	21.000000	0	0.000000
9	53	20.000000	0	0.000000
9	69	19.000000	0	0.000000
9	124	18.000000	0	0.000000
9	115	17.000000	0	0.000000
9	119	16.000000	0	0.000000
9	14	15.000000	0	0.000000
9	91	14.000000	0	0.000000
9	21	13.000000	0	0.000000
9	63	12.000000	0	0.000000
9	18	11.000000	0	0.000000
9	70	10.000000	0	0.000000
9	56	9.000000	0	0.000000
9	4	8.000000	0	0.000000
9	44	7.000000	0	0.000000
9	58	6.000000	0	0.000000
9	64	5.000000	0	0.000000
9	47	4.000000	0	0.000000
9	19	3.000000	0	0.000000
9	73	2.000000	0	0.000000
9	123	1.000000	0	0.000000
10	7	128.000000	0	0.000000
10	104	127.000000	0	0.000000
10	18	126.000000	0	0.000000
10	47	125.000000	0	0.000000
10	25	124.000000	0	0.000000
10	117	123.000000	0	0.000000
10	94	122.000000	0	0.000000
10	79	121.000000	0	0.000000
10	40	120.000000	0	0.000000
10	57	119.000000	0	0.000000
10	82	118.000000	0	0.000000
10	49	117.000000	0	0.000000
10	91	116.000000	0	0.000000
10	72	115.000000	0	0.000000
10	120	114.000000	0	0.000000
10	0	113.000000	0	0.000000
10	85	112.000000	0	0.000000
10	111	111.000000	0	0.000000
10	4	110.000000	0	0.000000
10	41	109.000000	0	0.000000
10	125	108.000000	0	0.000000
10	39	107.000000	0	0.000000
10	69	106.000000	0	0.000000
10	71	105.000000	0	0.000000
10	76	104.000000	0	0.000000
10	43	103.000000	0	0.000000
10	119	102.000000	0	0.000000
10	21	101.000000	0	0.000000
10	30	100.000000	0	0.000000
10	28	99.000000	0	0.000000
10	13	98.000000	0	0.000000
10	101	97.000000	0	0.000000
10	50	96.000000	0	0.000000
10	86	95.000000	0	0.000000
10	15	94.000000	0	0.000000
10	99	93.000000	0	0.000000
10	124	92.000000	0	0.000000
10	20	91.000000	0	0.000000
10	14	90.000000	0	0.000000
10	60	89.000000	0	0.000000
10	55	88.000000	0	0.000000
10	73	87.000000	0	0.000000
10	90	86.000000	0	0.000000
10	95	85.000000	0	0.000000
10	51	84.000000	0	0.000000
10	77	83.000000	0	0.000000
10	107	82.000000	0	0.000000
10	109	81.000000	0	0.000000
10	100	80.000000	0	0.000000
10	27	79.000000	0	0.000000
10	17	78.000000	0	0.000000
10	108	77.000000	0	0.000000
10	118	76.000000	0	0.000000
10	106	75.000000	0	0.000000
10	2	74.000000	0	0.000000
10	123	73.000000	0	0.000000
10	62	72.000000	0	0.000000
10	44	71.000000	0	0.000000
10	33	70.000000	0	0.000000
10	35	69.000000	0	0.000000
10	26	68.000000	0	0.000000
10	70	67.000000	0	0.000000
10	61	66.000000	0	0.000000
10	64	65.000000	0	0.000000
10	45	64.000000	0	0.000000
10	37	63.000000	0	0.000000
10	122	62.000000	0	0.000000
10	83	61.000000	0	0.000000
10	112	60.000000	0	0.000000
10	93	59.000000	0	0.000000
10	16	58.000000	0	0.000000
10	65	57.000000	0	0.000000
10	88	56.000000	0	0.000000
10	105	55.000000	0	0.000000
10	110	54.000000	0	0.000000
10	46	53.000000	0	0.000000
10	113	52.000000	0	0.000000
10	29	51.000000	0	0.000000
10	87	50.000000	0	0.000000
10	103	49.000000	0	0.000000
10	80	48.000000	0	0.000000
10	59	47.000000	0	0.000000
10	31	46.000000	0	0.000000
10	63	45.000000	0	0.000000
10	52	44.000000	0	0.000000
10	97	43.000000	0	0.000000
10	1	42.000000	0	0.000000
10	81	41.000000	0	0.000000
10	24	40.000000	0	0.000000
10	10	39.000000	0	0.000000
10	53	38.000000	0	0.000000
10	74	37.000000	0	0.000000
10	98	36.000000	0	0.000000
10	127	35.000000	0	0.000000
10	84	34.000000	0	0.000000
10	3	33.000000	0	0.000000
10	89	32.000000	0	0.000000
10	126	31.000000	0	0.000000
10	58	30.000000	0	0.000000
10	116	29.000000	0	0.000000
10	36	28.000000	0	0.000000
10	12	27.000000	0	0.000000
10	121	26.000000	0	0.000000
10	22	25.000000	0	0.000000
10	96	24.000000	0	0.000000
10	66	23.000000	0	0.000000
10	5	22.000000	0	0.000000
10	92	21.000000	0	0.000000
10	19	20.000000	0	0.000000
10	34	19.000000	0	0.000000
10	68	18.000000	0	0.000000
10	8	17.000000	0	0.000000
10	67	16.000000	0	0.000000
10	42	15.000000	0	0.000000
10	102	14.000000	0	0.000000
10	54	13.000000	0	0.000000
10	56	12.000000	0	0.000000
10	75	11.000000	0	0.000000
10	11	10.000000	0	0.000000
10	48	9.000000	0	0.000000
10	114	8.000000	0	0.000000
10	78	7.000000	0	0.000000
10	38	6.000000	0	0.000000
10	32	5.000000	0	0.000000
10	115	4.000000	0	0.000000
10	9	3.000000	0	0.000000
10	23	2.000000	0	0.000000
10	6	1.000000	0	0.000000
11	20	128.000000	0	0.000000
11	88	127.000000	0	0.000000
11	115	126.000000	0	0.000000
11	30	125.000000	0	0.000000
11	60	124.000000	0	0.000000
11	34	123.000000	0	0.000000
11	105	122.000000	0	0.000000
11	73	121.000000	0	0.000000
11	57	120.000000	0	0.000000
11	85	119.000000	0	0.000000
11	80	118.000000	0	0.000000
11	59	117.000000	0	0.000000
11	16	116.000000	0	0.000000
11	39	115.000000	0	0.000000
11	58	114.000000	0	0.000000
11	48	113.000000	0	0.000000
11	94	112.000000	0	0.000000
11	102	111.000000	0	0.000000
11	74	110.000000	0	0.000000
11	100	109.000000	0	0.000000
11	119	108.000000	0	0.000000
11	69	107.000000	0	0.000000
11	86	106.000000	0	0.000000
11	126	105.000000	0	0.000000
11	79	104.000000	0	0.000000
11	93	103.000000	0	0.000000
11	50	102.000000	0	0.000000
11	46	101.000000	0	0.000000
11	83	100.000000	0	0.000000
11	97	99.000000	0	0.000000
11	64	98.000000	0	0.000000
11	45	97.000000	0	0.000000
11	19	96.000000	0	0.000000
11	13	95.000000	0	0.000000
11	103	94.000000	0	0.000000
11	26	93.000000	0	0.000000
11	8	92.000000	0	0.000000
11	18	91.000000	0	0.000000
11	106	90.000000	0	0.000000
11	99	89.000000	0	0.000000
11	1	88.000000	0	0.000000
11	92	87.000000	0	0.000000
11	122	86.000000	0	0.000000
11	111	85.000000	0	0.000000
11	63	84.000000	0	0.000000
11	35	83.000000	0	0.000000
11	55	82.000000	0	0.000000
11	98	81.000000	0	0.000000
11	89	80.000000	0	0.000000
11	54	79.000000	0	0.000000
11	61	78.000000	0	0.000000
11	78	77.000000	0	0.000000
11	49	76.000000	0	0.000000
11	42	75.000000	0	0.000000
11	90	74.000000	0	0.000000
11	68	73.000000	0	0.000000
11	91	72.000000	0	0.000000
11	47	71.000000	0	0.000000
11	14	70.000000	0	0.000000
11	29	69.000000	0	0.000000
11	25	68.000000	0	0.000000
11	5	67.000000	0	0.000000
11	71	66.000000	0	0.000000
11	81	65.000000	0	0.000000
11	43	64.000000	0	0.000000
11	51	63.000000	0	0.000000
11	70	62.000000	0	0.000000
11	40	61.000000	0	0.000000
11	33	60.000000	0	0.000000
11	116	59.000000	0	0.000000
11	53	58.000000	0	0.000000
11	56	57.000000	0	0.000000
11	87	56.000000	0	0.000000
11	24	55.000000	0	0.000000
11	84	54.000000	0	0.000000
11	37	53.000000	0	0.000000
11	10	52.000000	0	0.000000
11	114	51.000000	0	0.000000
11	109	50.000000	0	0.000000
11	95	49.000000	0	0.000000
11	113	48.000000	0	0.000000
11	32	47.000000	0	0.000000
11	27	46.000000	0	0.000000
11	67	45.000000	0	0.000000
11	65	44.000000	0	0.000000
11	107	43.000000	0	0.000000
11	6	42.000000	0	0.000000
11	101	41.000000	0	0.000000
11	62	40.000000	0	0.000000
11	76	39.000000	0	0.000000
11	0	38.000000	0	0.000000
11	3	37.000000	0	0.000000
11	127	36.000000	0	0.000000
11	41	35.000000	0	0.000000
11	72	34.000000	0	0.000000
11	21	33.000000	0	0.000000
11	110	32.000000	0	0.000000
11	52	31.000000	0	0.000000
11	96	30.000000	0	0.000000
11	75	29.000000	0	0.000000
11	22	28.000000	0	0.000000
11	44	27.000000	0	0.000000
11	125	26.000000	0	0.000000
11	120	25.000000	0	0.000000
11	112	24.000000	0	0.000000
11	12	23.000000	0	0.000000
11	15	22.000000	0	0.000000
11	117	21.000000	0	0.000000
11	124	20.000000	0	0.000000
11	104	19.000000	0	0.000000
11	7	18.000000	0	0.000000
11	82	17.000000	0	0.000000
11	36	16.000000	0	0.000000
11	118	15.000000	0	0.000000
11	11	14.000000	0	0.000000
11	121	13.000000	0	0.000000
11	17	12.000000	0	0.000000
11	123	11.000000	0	0.000000
11	2	10.000000	0	0.000000
11	108	9.000000	0	0.000000
11	77	8.000000	0	0.000000
11	28	7.000000	0	0.000000
11	38	6.000000	0	0.000000
11	23	5.000000	0	0.000000
11	31	4.000000	0	0.000000
11	66	3.000000	0	0.000000
11	9	2.000000	0	0.000000
11	4	1.000000	0	0.000000
12	22	128.000000	0	0.000000
12	82	127.000000	0	0.000000
12	34	126.000000	0	0.000000
12	31	125.000000	0	0.000000
12	46	124.000000	0	0.000000
12	10	123.000000	0	0.000000
12	119	122.000000	0	0.000000
12	2	121.000000	0	0.000000
12	81	120.000000	0	0.000000
12	115	119.000000	0	0.000000
12	32	118.000000	0	0.000000
12	12	117.000000	0	0.000000
12	95	116.000000	0	0.000000
12	86	115.000000	0	0.000000
12	36	114.000000	0	0.000000
12	76	113.000000	0	0.000000
12	61	112.000000	0	0.000000
12	72	111.000000	0	0.000000
12	97	110.000000	0	0.000000
12	67	109.000000	0	0.000000
12	27	108.000000	0	0.000000
12	16	107.000000	0	0.000000
12	126	106.000000	0	0.000000
12	53	105.000000	0	0.000000
12	103	104.000000	0	0.000000
12	1	103.000000	0	0.000000
12	51	102.000000	0	0.000000
12	87	101.000000	0	0.000000
12	60	100.000000	0	0.000000
12	41	99.000000	0	0.000000
12	127	98.000000	0	0.000000
12	112	97.000000	0	0.000000
12	14	96.000000	0	0.000000
12	116	95.000000	0	0.000000
12	94	94.000000	0	0.000000
12	69	93.000000	0	0.000000
12	63	92.000000	0	0.000000
12	88	91.000000	0	0.000000
12	52	90.000000	0	0.000000
12	80	89.000000	0	0.000000
12	99	88.000000	0	0.000000
12	29	87.000000	0	0.000000
12	4	86.000000	0	0.000000
12	5	85.000000	0	0.000000
12	9	84.000000	0	0.000000
12	26	83.000000	0	0.000000
12	58	82.000000	0	0.000000
12	107	81.000000	0	0.000000
12	0	80.000000	0	0.000000
12	30	79.000000	0	0.000000
12	35	78.000000	0	0.000000
12	121	77.000000	0	0.000000
12	100	76.000000	0	0.000000
12	24	75.000000	0	0.000000
12	55	74.000000	0	0.000000
12	7	73.000000	0	0.000000
12	101	72.000000	0	0.000000
12	38	71.000000	0	0.000000
12	123	70.000000	0	0.000000
12	124	69.000000	0	0.000000
12	74	68.000000	0	0.000000
12	42	67.000000	0	0.000000
12	17	66.000000	0	0.000000
12	105	65.000000	0	0.000000
12	68	64.000000	0	0.000000
12	65	63.000000	0	0.000000
12	15	62.000000	0	0.000000
12	23	61.000000	0	0.000000
12	118	60.000000	0	0.000000
12	64	59.000000	0	0.000000
12	89	58.000000	0	0.000000
12	79	57.000000	0	0.000000
12	73	56.000000	0	0.000000
12	120	55.000000	0	0.000000
12	117	54.000000	0	0.000000
12	43	53.000000	0	0.000000
12	21	52.000000	0	0.000000
12	66	51.000000	0	0.000000
12	102	50.000000	0	0.000000
12	98	49.000000	0	0.000000
12	8	48.000000	0	0.000000
12	109	47.000000	0	0.000000
12	114	46.000000	0	0.000000
12	92	45.000000	0	0.000000
12	62	44.000000	0	0.000000
12	125	43.000000	0	0.000000
12	85	42.000000	0	0.000000
12	111	41.000000	0	0.000000
12	83	40.000000	0	0.000000
12	40	39.000000	0	0.000000
12	37	38.000000	0	0.000000
12	78	37.000000	0	0.000000
12	54	36.000000	0	0.000000
12	57	35.000000	0	0.000000
12	75	34.000000	0	0.000000
12	20	33.000000	0	0.000000
12	56	32.000000	0	0.000000
12	108	31.000000	0	0.000000
12	91	30.000000	0	0.000000
12	47	29.000000	0	0.000000
12	3	28.000000	0	0.000000
12	110	27.000000	0	0.000000
12	33	26.000000	0	0.000000
12	44	25.000000	0	0.000000
12	28	24.000000	0	0.000000
12	70	23.000000	0	0.000000
12	13	22.000000	0	0.000000
12	96	21.000000	0	0.000000
12	48	20.000000	0	0.000000
12	71	19.000000	0	0.000000
12	18	18.000000	0	0.000000
12	59	17.000000	0	0.000000
12	6	16.000000	0	0.000000
12	49	15.000000	0	0.000000
12	77	14.000000	0	0.000000
12	90	13.000000	0	0.000000
12	11	12.000000	0	0.000000
12	19	11.000000	0	0.000000
12	106	10.000000	0	0.000000
12	50	9.000000	0	0.000000
12	122	8.000000	0	0.000000
12	84	7.000000	0	0.000000
12	113	6.000000	0	0.000000
12	39	5.000000	0	0.000000
12	93	4.000000	0	0.000000
12	45	3.000000	0	0.000000
12	25	2.000000	0	0.000000
12	104	1.000000	0	0.000000
13	29	128.000000	0	0.000000
13	70	127.000000	0	0.000000
13	106	126.000000	0	0.000000
13	5	125.000000	0	0.000000
13	46	124.000000	0	0.000000
13	10	123.000000	0	0.000000
13	94	122.000000	0	0.000000
13	78	121.000000	0	0.000000
13	79	120.000000	0	0.000000
13	39	119.000000	0	0.000000
13	112	118.000000	0	0.000000
13	56	117.000000	0	0.000000
13	9	116.000000	0	0.000000
13	40	115.000000	0	0.000000
13	2	114.000000	0	0.000000
13	3	113.000000	0	0.000000
13	6	112.000000	0	0.000000
13	7	111.000000	0	0.000000
13	66	110.000000	0	0.000000
13	45	109.000000	0	0.000000
13	24	108.000000	0	0.000000
13	44	107.000000	0	0.000000
13	62	106.000000	0	0.000000
13	102	105.000000	0	0.000000
13	77	104.000000	0	0.000000
13	96	103.000000	0	0.000000
13	123	102.000000	0	0.000000
13	81	101.000000	0	0.000000
13	98	100.000000	0	0.000000
13	54	99.000000	0	0.000000
13	41	98.000000	0	0.000000
13	59	97.000000	0	0.000000
13	101	96.000000	0	0.000000
13	90	95.000000	0	0.000000
13	55	94.000000	0	0.000000
13	104	93.000000	0	0.000000
13	22	92.000000	0	0.000000
13	17	91.000000	0	0.000000
13	109	90.000000	0	0.000000
13	100	89.000000	0	0.000000
13	75	88.000000	0	0.000000
13	80	87.000000	0	0.000000
13	121	86.000000	0	0.000000
13	67	85.000000	0	0.000000
13	95	84.000000	0	0.000000
13	49	83.000000	0	0.000000
13	47	82.000000	0	0.000000
13	120	81.000000	0	0.000000
13	83	80.000000	0	0.000000
13	92	79.000000	0	0.000000
13	32	78.000000	0	0.000000
13	82	77.000000	0	0.000000
13	12	76.000000	0	0.000000
13	4	75.000000	0	0.000000
13	89	74.000000	0	0.000000
13	28	73.000000	0	0.000000
13	48	72.000000	0	0.000000
13	8	71.000000	0	0.000000
13	16	70.000000	0	0.000000
13	36	69.000000	0	0.000000
13	26	68.000000	0	0.000000
13	115	67.000000	0	0.000000
13	113	66.000000	0	0.000000
13	125	65.000000	0	0.000000
13	19	64.000000	0	0.000000
13	60	63.000000	0	0.000000
13	57	62.000000	0	0.000000
13	61	61.000000	0	0.000000
13	21	60.000000	0	0.000000
