# merge_scores mode=fair doms=ja,code,en weights=ja=1,code=1,en=1
# layer	expert	score	hits	mean
2	51	90.000000	0	0.000000
2	80	89.000000	0	0.000000
2	24	88.000000	0	0.000000
2	94	87.000000	0	0.000000
2	121	86.000000	0	0.000000
2	5	85.000000	0	0.000000
2	8	84.000000	0	0.000000
2	46	83.000000	0	0.000000
2	44	82.000000	0	0.000000
2	123	81.000000	0	0.000000
2	93	80.000000	0	0.000000
2	31	79.000000	0	0.000000
2	67	78.000000	0	0.000000
2	120	77.000000	0	0.000000
2	3	76.000000	0	0.000000
2	73	75.000000	0	0.000000
2	118	74.000000	0	0.000000
2	111	73.000000	0	0.000000
2	100	72.000000	0	0.000000
2	28	71.000000	0	0.000000
2	75	70.000000	0	0.000000
2	69	69.000000	0	0.000000
2	84	68.000000	0	0.000000
2	99	67.000000	0	0.000000
2	59	66.000000	0	0.000000
2	7	65.000000	0	0.000000
2	77	64.000000	0	0.000000
2	126	63.000000	0	0.000000
2	124	62.000000	0	0.000000
2	115	61.000000	0	0.000000
2	9	60.000000	0	0.000000
2	2	59.000000	0	0.000000
2	87	58.000000	0	0.000000
2	101	57.000000	0	0.000000
2	48	56.000000	0	0.000000
2	41	55.000000	0	0.000000
2	15	54.000000	0	0.000000
2	71	53.000000	0	0.000000
2	38	52.000000	0	0.000000
2	89	51.000000	0	0.000000
2	50	50.000000	0	0.000000
2	86	49.000000	0	0.000000
2	6	48.000000	0	0.000000
2	82	47.000000	0	0.000000
2	112	46.000000	0	0.000000
2	33	45.000000	0	0.000000
2	107	44.000000	0	0.000000
2	62	43.000000	0	0.000000
2	103	42.000000	0	0.000000
2	0	41.000000	0	0.000000
2	35	40.000000	0	0.000000
2	47	39.000000	0	0.000000
2	127	38.000000	0	0.000000
2	19	37.000000	0	0.000000
2	74	36.000000	0	0.000000
2	1	35.000000	0	0.000000
2	97	34.000000	0	0.000000
2	36	33.000000	0	0.000000
2	12	32.000000	0	0.000000
2	22	31.000000	0	0.000000
2	114	30.000000	0	0.000000
2	13	29.000000	0	0.000000
2	85	28.000000	0	0.000000
2	34	27.000000	0	0.000000
2	55	26.000000	0	0.000000
2	25	25.000000	0	0.000000
2	57	24.000000	0	0.000000
2	21	23.000000	0	0.000000
2	63	22.000000	0	0.000000
2	81	21.000000	0	0.000000
2	58	20.000000	0	0.000000
2	102	19.000000	0	0.000000
2	98	18.000000	0	0.000000
2	27	17.000000	0	0.000000
2	10	16.000000	0	0.000000
2	37	15.000000	0	0.000000
2	109	14.000000	0	0.000000
2	11	13.000000	0	0.000000
2	95	12.000000	0	0.000000
2	17	11.000000	0	0.000000
2	83	10.000000	0	0.000000
2	108	9.000000	0	0.000000
2	32	8.000000	0	0.000000
2	56	7.000000	0	0.000000
2	110	6.000000	0	0.000000
2	105	5.000000	0	0.000000
2	61	4.000000	0	0.000000
2	72	3.000000	0	0.000000
2	18	2.000000	0	0.000000
2	20	1.000000	0	0.000000
3	82	128.000000	0	0.000000
3	100	127.000000	0	0.000000
3	25	126.000000	0	0.000000
3	57	125.000000	0	0.000000
3	93	124.000000	0	0.000000
3	73	123.000000	0	0.000000
3	8	122.000000	0	0.000000
3	78	121.000000	0	0.000000
3	54	120.000000	0	0.000000
3	111	119.000000	0	0.000000
3	106	118.000000	0	0.000000
3	102	117.000000	0	0.000000
3	15	116.000000	0	0.000000
3	70	115.000000	0	0.000000
3	107	114.000000	0	0.000000
3	89	113.000000	0	0.000000
3	127	112.000000	0	0.000000
3	44	111.000000	0	0.000000
3	76	110.000000	0	0.000000
3	110	109.000000	0	0.000000
3	10	108.000000	0	0.000000
3	38	107.000000	0	0.000000
3	64	106.000000	0	0.000000
3	48	105.000000	0	0.000000
